TITLE = "T=    0.00000 "
VARIABLES = "XX","alpha","density","velocity","pressure","m-flow","Temperature"
ZONE T= "   0"  I=  100
   0.1000000E-02    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3000000E-02    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5000000E-02    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.7000000E-02    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.9000000E-02    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.1100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.1300000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.1500000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.1700000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.1900000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.2100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.2300000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.2500000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.2700000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.2900000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3300000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3500000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3700000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.3900000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.4100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.4300000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.4500000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.4700000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.4900000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5300000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5500000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5700000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.5900000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
   0.6100000E-01    0.5000000E+00    0.1000000E+02   -0.0000000E+00    0.1000000E+01   -0.0000000E+00    0.1000000E+06
