TITLE = "T=  0.00000000 "
VARIABLES = "XX","density","velocity    ","pressure","vol","m-flow"
ZONE T= "   0"  I=  100
   0.2500000E-02    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.7500000E-02    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.2250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.2750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.3250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.3750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.4250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.4750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.5250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.5750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.6250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.6750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.7250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.7750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.8250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.8750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.9250000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.9750000E-01    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1025000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1075000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1125000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1175000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1225000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1275000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1325000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1375000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1425000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1475000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
   0.1525000E+00    0.5500000E+01    0.0000000E+00    0.1000000E+07    0.5000000E-02    0.0000000E+00
